id,priority,phase,area,title,description,acceptance_criteria,test_mcp,review_initial_requirements,review_regression_requirements,dev_state,review_initial_state,review_regression_state,git_state,owner,refs,notes
FWD-01-11,P2,1,both,实现账号信息面板（订阅/积分）与刷新,在 Inspector 展示订阅/积分等账号信息并支持刷新；若无可用 API，则先提供占位与后续接入点。,GIVEN account has stored refresh_token → WHEN user triggers Refresh credits → THEN show subscription/credits section and attempt refresh; IF no API is configured/available THEN show placeholder with user-safe message and UI remains stable; Errors are shown as redacted user-safe messages; ref: openspec/changes/add-flowith-web-desktop-mvp/specs/accounts-vault/spec.md:34; ref: openspec/changes/add-flowith-web-desktop-mvp/specs/accounts-vault/spec.md:38,MANUAL,审查数据拉取：不泄露 token；错误脱敏；不可用时降级占位但 UI 不崩；ref: openspec/changes/add-flowith-web-desktop-mvp/specs/accounts-vault/spec.md:31,回归：刷新失败不会覆盖/破坏已有展示；多账号切换时数据不串号；ref: openspec/changes/add-flowith-web-desktop-mvp/design.md:49,已完成,已完成,已完成,已提交,,openspec/changes/add-flowith-web-desktop-mvp/tasks.md:13; openspec/changes/add-flowith-web-desktop-mvp/specs/accounts-vault/spec.md:31; openspec/changes/add-flowith-web-desktop-mvp/design.md:49; src/renderer/src/WorkspaceShell.tsx:620; src/renderer/src/WorkspaceShell.tsx:1206; docs/usage.md:75,可能被外部接口可用性阻塞（Worker/账号信息 API）。; picked_reason:剩余未闭环项仅此一条 且需先落地 Inspector 信息区的降级占位; done_at:2026-01-22; evidence:Inspector 增加账号信息区与刷新按钮占位; npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; validation_limited:headless 环境下无法进行 UI 点击式 smoke; manual_test:npm run dev 后导入账号 打开 Inspector 点击 Refresh credits 期望出现占位提示且不崩溃 且无 token 泄露; risk:low 占位实现不触网不引入协议变更
FWD-01-12,P2,1,frontend,实现主题与 i18n（zh-CN/en）及偏好持久化,支持黑/白主题、中英文切换，并持久化主题/语言/侧边栏折叠/列表视图等 UI 偏好。,GIVEN user switches theme → WHEN app restarts → THEN theme persists; ref: openspec/changes/add-flowith-web-desktop-mvp/specs/ui-preferences/spec.md:6; GIVEN user switches language → WHEN restart → THEN language persists; ref: openspec/changes/add-flowith-web-desktop-mvp/specs/ui-preferences/spec.md:14; GIVEN sidebar collapsed → WHEN restart → THEN remains collapsed; ref: openspec/changes/add-flowith-web-desktop-mvp/specs/ui-preferences/spec.md:22,MANUAL,审查偏好存储：key 稳定、迁移可控；不得把敏感 token 存到 localStorage；ref: openspec/project.md:48,回归：重启后主题/语言/折叠/视图一致；ref: openspec/changes/add-flowith-web-desktop-mvp/specs/ui-preferences/spec.md:19,已完成,已完成,已完成,已提交,,openspec/changes/add-flowith-web-desktop-mvp/tasks.md:14; openspec/changes/add-flowith-web-desktop-mvp/specs/ui-preferences/spec.md:3; openspec/project.md:48; src/renderer/src/WorkspaceShell.tsx:1,UI 文案需与 Demo/使用文档保持一致。; picked_reason:为冒烟 checklist/验证阶段提供主题/语言/布局偏好重启持久化能力，降低后续验收不确定性; evidence:npm run lint(OK); npm run typecheck(OK); npm run build(OK); evidence:localStorage key fwd_ui_preferences_v1 stores theme/locale/sidebarCollapsed/accountListView only; validation_limited:headless 环境下无法稳定完成 Electron UI 重启验证（xvfb-run 下 Electron shutdown fatal）; manual_test:npm run dev; 切换 Theme=Light/Language=English/侧边栏折叠/账号列表视图=Table；重启 app 后应保持一致；确认 localStorage 不包含 token; risk:medium 偏好持久化依赖 renderer localStorage，需在真实桌面环境验证重启保持; done_at:2026-01-22
FWD-02-01,P2,2,backend,补齐单元测试（tags/proxyRules/net 归一化）,为纯逻辑模块补齐不触网的单元测试，覆盖 tags 规范化、代理规则校验、net 配置归一化等。,"Unit tests cover tag normalization, proxy rules validation, and net config normalization without external network; ref: openspec/changes/add-flowith-web-desktop-mvp/tasks.md:17; Tests are repeatable and stable; ref: openspec/project.md:34",AUTOSERVER,审查测试：不依赖外部系统、边界输入覆盖充分；ref: openspec/changes/add-flowith-web-desktop-mvp/tasks.md:17,回归：新增字段/边界场景不会导致测试脆弱或 flaky；ref: openspec/project.md:36,已完成,已完成,已完成,已提交,,openspec/changes/add-flowith-web-desktop-mvp/tasks.md:17; openspec/project.md:34; package.json:1; vitest.config.ts:1; src/shared/tags.ts:1; src/main/network/proxy.ts:1; src/main/network/userAgent.ts:1; src/main/accounts/normalize.ts:1; src/main/ipc.ts:1; src/shared/tags.test.ts:1; src/main/network/proxy.test.ts:1; src/main/network/userAgent.test.ts:1; src/main/accounts/normalize.test.ts:1,测试框架（vitest/jest）与运行命令在实现阶段确定。; picked_reason:纯逻辑单测可在当前环境稳定执行，先补齐以提高后续改动/冒烟验收的可信度; evidence:npm test(OK); npm run lint(OK); npm run typecheck(OK); risk:low 纯逻辑单测不触网且可稳定复现; done_at:2026-01-22
FWD-02-02,P1,2,both,制定并执行冒烟手工 checklist,按既定流程完成一次端到端冒烟：导入→打开 Tab→切换→代理/UA→导出→重启偏好。,Manual smoke covers: import → open tabs → switch tabs → proxy/UA effective → export → restart preferences; ref: openspec/changes/add-flowith-web-desktop-mvp/tasks.md:18; Matches validation plan steps; ref: openspec/changes/add-flowith-web-desktop-mvp/design.md:71,MANUAL,审查 checklist：步骤可复现、覆盖核心风险点（代理/注入/脱敏/重启）；ref: openspec/changes/add-flowith-web-desktop-mvp/design.md:71,回归：每次发布前至少执行一次并记录结果（日志/截图/版本号）；ref: openspec/project.md:35,已完成,已完成,已完成,已提交,,openspec/changes/add-flowith-web-desktop-mvp/tasks.md:18; openspec/changes/add-flowith-web-desktop-mvp/design.md:71; docs/smoke-checklist.md:1; docs/usage.md:1,涉及真实 token/网络环境，执行时注意脱敏，不要把明文 token 写入记录。; picked_reason:先固化可复用的冒烟手工 checklist 作为发布前必跑项与交付证据模板; evidence:added docs/smoke-checklist.md + linked from docs/usage.md; validation_limited:当前环境缺少真实桌面交互与有效 token，无法执行完整端到端冒烟并记录截图/日志; manual_test:按 docs/smoke-checklist.md 执行（导入→Tabs→代理/UA→导出→重启偏好），并记录 PASS/FAIL + 版本号/截图; risk:medium 冒烟执行依赖真实 token/网络/桌面环境，需在发布前补跑; done_at:2026-01-22
FWD-03-01,P2,3,infra,编写使用说明 docs/usage.md（导入/导出/Tabs/代理）,补齐面向用户的使用文档：导入/导出 refresh_token、Workspace Tabs、多账号切换、代理模式说明与常见问题。,"`docs/usage.md` documents import/export, tabbed workspace, and proxy modes system/custom/direct; ref: openspec/changes/add-flowith-web-desktop-mvp/tasks.md:21; Includes default Flowith URL and connectivity expectations; ref: openspec/changes/add-flowith-web-desktop-mvp/proposal.md:21",MANUAL,审查文档：步骤清晰可复现，代理三模式说明准确；ref: openspec/changes/add-flowith-web-desktop-mvp/tasks.md:21,回归：文档与 UI 文案/默认值一致；ref: openspec/changes/add-flowith-web-desktop-mvp/proposal.md:10,已完成,已完成,已完成,已提交,,openspec/changes/add-flowith-web-desktop-mvp/tasks.md:21; openspec/changes/add-flowith-web-desktop-mvp/proposal.md:10; docs/usage.md:1,文档中不得出现明文 token 示例（可用占位符或截断指纹）。; picked_reason:补齐面向用户的使用说明，降低误用 token/代理配置风险; validation_limited:文档性质，无自动化测试; manual_test:对照当前 UI/默认值检查文档一致性；随功能迭代同步更新; evidence:新增 docs/usage.md 覆盖导入/导出/Tabs/代理/连通性测试与必要 env; risk:low; done_at:2026-01-22
FWD-03-02,P1,3,infra,编写安全说明 docs/security.md（脱敏/导出风险/Linux 降级）,补齐安全说明：token 脱敏原则、导出风险提示、Linux safeStorage 不可用时的行为与限制。,`docs/security.md` documents token redaction policy and export risk; ref: openspec/changes/add-flowith-web-desktop-mvp/tasks.md:22; Documents Linux without safeStorage behavior (no token persistence); ref: openspec/changes/add-flowith-web-desktop-mvp/specs/accounts-vault/spec.md:43; Reinforces risk that tokens must not appear in logs/UI; ref: openspec/changes/add-flowith-web-desktop-mvp/proposal.md:51,MANUAL,审查安全文档：包含可执行的 Do/Don't，覆盖导入/导出/日志/降级策略；ref: openspec/changes/add-flowith-web-desktop-mvp/design.md:57,回归：新增功能不引入明文落盘/日志泄露；ref: openspec/project.md:48,已完成,已完成,已完成,已提交,,openspec/changes/add-flowith-web-desktop-mvp/tasks.md:22; openspec/changes/add-flowith-web-desktop-mvp/specs/accounts-vault/spec.md:40; openspec/changes/add-flowith-web-desktop-mvp/proposal.md:51; docs/security.md:1,安全文档是交付合同的一部分，需与实现保持一致。; picked_reason:安全文档是交付合同，需先固化 token 脱敏/导出风险/Linux 降级等硬约束; validation_limited:文档性质，无自动化测试; manual_test:核对实现是否满足 Do/Don't（导入/导出/日志/Linux 降级/代理凭据禁用）并随功能迭代同步更新; evidence:新增 docs/security.md 覆盖脱敏/导出风险/Linux safeStorage 降级/代理凭据校验; risk:low; done_at:2026-01-22
FWD-04-01,P1,4,infra,补齐 lint/typecheck 脚本并可复现运行,提供并验证 lint/typecheck 命令（覆盖 main/preload/renderer），作为最小质量门禁。,Project provides lint and typecheck commands and they pass; ref: openspec/changes/add-flowith-web-desktop-mvp/tasks.md:25; TypeScript strict conventions are enforced; ref: openspec/project.md:23,MANUAL,审查脚本：命令稳定、文档化、输出可读；ref: openspec/changes/add-flowith-web-desktop-mvp/tasks.md:25,回归：新增 main/preload API 不破坏 typecheck；ref: openspec/project.md:25,已完成,已完成,已完成,已提交,,openspec/changes/add-flowith-web-desktop-mvp/tasks.md:25; openspec/project.md:23; package.json:1; eslint.config.js:1; tsconfig.json:1,若后续接 CI，可把该命令作为必跑项。; picked_reason:先补齐 lint/typecheck 作为质量门禁，避免后续功能迭代引入隐性问题; validation_limited:lint/typecheck 仅验证本地命令可复现运行，未接入 CI; manual_test:npm run lint; npm run typecheck; evidence:npm run lint(OK); npm run typecheck(OK); TS strict 已启用; risk:low; done_at:2026-01-22
FWD-04-02,P1,4,infra,验证 dev 启动并完成冒烟,确保开发模式启动路径清晰可复现，并在 dev 态完成一次冒烟流程。,`dev` starts the desktop app and completes smoke checklist; ref: openspec/changes/add-flowith-web-desktop-mvp/tasks.md:26; Smoke steps align with validation plan; ref: openspec/changes/add-flowith-web-desktop-mvp/design.md:71,MANUAL,审查 dev runbook：命令、代理配置方式、常见报错定位；ref: openspec/changes/add-flowith-web-desktop-mvp/tasks.md:26,回归：每次改动 Workspace/proxy/login 注入后至少跑一次 dev smoke；ref: openspec/project.md:35,已完成,已完成,已完成,已提交,,openspec/changes/add-flowith-web-desktop-mvp/tasks.md:26; openspec/changes/add-flowith-web-desktop-mvp/design.md:71; package.json:7; docs/dev-runbook.md:16; docs/usage.md:5; src/main/accounts/vault.ts:108,执行时注意 token 脱敏，不要把 token 写入终端输出或日志文件。; picked_reason:补齐 dev runbook 并尝试在当前环境做最小 dev 启动验证，作为后续发布前必跑项; done_at:2026-01-22; evidence:npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; timeout 12s xvfb-run -a npm run dev started 且未见 Store ctor 报错; validation_limited:headless 下无法完成交互式 smoke 且 timeout 结束会触发 electron Failed to shutdown; manual_test:按 docs/dev-runbook.md 与 docs/smoke-checklist.md 执行; risk:low 修复 electron-store default export 兼容性与补文档
FWD-04-03,P1,4,infra,打包验证：Windows（+ 可选 Linux）可启动,至少验证 Windows 打包产物可启动；如条件允许再覆盖 Linux 打包可启动，并确认安全/加密降级行为符合预期。,Build artifact can start on Windows; ref: openspec/changes/add-flowith-web-desktop-mvp/tasks.md:27; Linux without safeStorage SHALL not persist tokens; ref: openspec/changes/add-flowith-web-desktop-mvp/specs/accounts-vault/spec.md:43; Security baseline remains enabled in packaged app; ref: openspec/project.md:29,MANUAL,审查打包配置：签名/权限/自动更新（如有）不引入额外风险；ref: openspec/project.md:48,回归：打包态 partition 隔离、代理/UA 应用、Linux 加密降级均按 spec 工作；ref: openspec/changes/add-flowith-web-desktop-mvp/specs/web-workspaces/spec.md:3,已完成,已完成,已完成,已提交,,openspec/changes/add-flowith-web-desktop-mvp/tasks.md:27; openspec/changes/add-flowith-web-desktop-mvp/specs/accounts-vault/spec.md:43; openspec/project.md:29; package.json:9; scripts/package-dir.mjs:1; docs/dev-runbook.md:31; docs/smoke-checklist.md:25; src/main/index.ts:12,Linux safeStorage 可用性不稳定，必须验证降级路径（不持久化 token）。; picked_reason:P1 发布前必做项，优先补齐打包脚本与验证指引; done_at:2026-01-22; evidence:npm run dist:linux 生成 dist/linux-unpacked; timeout 10s xvfb-run -a dist/linux-unpacked/flowith-web-account-manager 启动到 Electron 进程阶段; npm run lint ok; npm run typecheck ok; npm test 21/21; validation_limited:当前环境无法运行 Windows 产物 且 headless 下无法完成完整 smoke; manual_test:Windows 上执行 npm run dist:win 后运行 dist/win-unpacked*/flowith-web-account-manager.exe 并按 docs/smoke-checklist.md 完成; Linux 上执行 npm run dist:linux 后运行 dist/linux-unpacked*/flowith-web-account-manager 并按 docs/smoke-checklist.md 完成 并在 safeStorage 不可用主机验证 token 不落盘; risk:medium Windows 启动与 safeStorage 不可用场景需在目标机复测
FWD-01-13,P1,1,frontend,UI 优化：Topbar 响应式/本地化/A11y,优化 Workspace UI：Topbar 在小窗口宽度下不溢出并可换行；修复硬编码英文；改善键盘交互与敏感输入可视性。,WHEN window width reduces → THEN topbar controls remain accessible (wrap/no overlap); zh-CN locale shows localized labels for proxy/UA/connectivity status; Keyboard: SPACE on account checkbox toggles selection only (does not open inspector); Import textarea is blurred when not focused to reduce shoulder-surfing while keeping edit usable,MANUAL,审查 UI：无溢出遮挡；本地化无硬编码英文；键盘可操作且不会误触；导入/导出 token 仍满足脱敏约束,回归：导入/导出/批量打开/代理保存/连通性弹层/Inspector 仍可用；窗口 resize 与 sidebar 折叠/Inspector 开关不影响 BrowserView bounds,已完成,已完成,已完成,已提交,,src/renderer/src/WorkspaceShell.tsx:799; src/renderer/src/WorkspaceShell.tsx:1012; src/renderer/src/WorkspaceShell.tsx:1134; src/renderer/src/WorkspaceShell.tsx:1384; src/renderer/src/styles.css:251; src/renderer/src/styles.css:188,picked_reason:根据实机截图与 UI review 结果进行可用性与一致性优化; done_at:2026-01-22; evidence:topbar 支持 wrap 且输入框宽度可伸缩; proxy/UA/connectivity 文案本地化; 键盘 Space 不会误触打开详情; 导入 textarea 非聚焦状态模糊显示; npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; validation_limited:当前环境无法进行真实桌面交互式 UI 冒烟; manual_test:缩小窗口宽度检查顶栏控件可见且不遮挡；切换 zh-CN/en 验证 System/Custom/Direct 与 OK/FAIL 与 UA mode 均随语言切换；用键盘聚焦账号 checkbox 按 Space 仅切换勾选不打开 Inspector；打开导入对话框后 textarea 非聚焦为模糊 聚焦后可编辑; risk:low 仅 UI 文案/CSS 与事件处理调整
FWD-01-14,P1,1,frontend,UI 回归修复：Topbar 布局/侧边栏折叠溢出/禁用态提示,继续修复 UI 回归：侧边栏折叠后展开入口不应跑到 Topbar；默认窗口与中英文切换下 Topbar 不应错位/遮挡；代理模式下拉应可交互，并在未选择账号时给出清晰提示。,WHEN sidebarCollapsed=true → THEN expand/collapse toggle stays inside the left sidebar header (not moved to topbar) and no sidebar controls overflow into workspace/tabs; WHEN default window (1280x800) → THEN topbar layout is stable (no overlap/misalignment) in zh-CN/en and light/dark; WHEN switching locale zh-CN↔en → THEN layout stays stable (no control jumping); WHEN no focused account → THEN proxy mode select remains interactive but Save/Connectivity are disabled with a clear hint; WHEN an account is focused → THEN proxy mode select is interactive and can change mode and Save persists,MANUAL,审查 UI：1) 侧边栏折叠后展开按钮仍在左侧账号栏区域且可点击 2) 顶栏在 1280x800 下中英文/深浅色切换不遮挡不重叠 3) 代理模式下拉可切换 未选账号时保存/连通性禁用且提示清晰,回归：导入/导出/批量打开/连通性弹层/Inspector 不受影响；窗口 resize 与 sidebar 折叠/Inspector 开关不影响 BrowserView bounds,已完成,已完成,已完成,已提交,,src/renderer/src/WorkspaceShell.tsx:801; src/renderer/src/WorkspaceShell.tsx:815; src/renderer/src/WorkspaceShell.tsx:953; src/renderer/src/styles.css:263; src/renderer/src/styles.css:315; src/renderer/src/styles.css:423,picked_reason:用户提供实机截图显示 UI 关键回归，需要优先修复以恢复可用性; done_at:2026-01-22; evidence:sidebar 折叠时隐藏 header-right 防止按钮溢出; topbar 右侧分组可伸缩并右对齐 减少随机换行错位; disabled 控件增加明显样式并增加提示 title; npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; validation_limited:当前环境无法进行真实桌面交互式 UI 冒烟（仅能静态/构建级验证）; manual_test:侧边栏折叠/展开观察是否仍有按钮漂移到 Tab 区；无账号时代理下拉应为禁用且 hover 显示提示 选择账号后可切换；切换 zh-CN/en 与深色/浅色观察顶栏不再错位; risk:low 仅 CSS/文案/禁用态提示调整; reopen_at:2026-01-22; picked_reason:用户新增实机截图显示仍未满足验收（折叠展开入口跑到顶栏/顶栏错位/代理下拉不可用），需继续修复; done_at:2026-01-22; evidence:折叠展开入口保持在左侧 sidebar header（不再跑到 topbar）；topbar 改为 grid 两行布局避免遮挡/错位；未选账号时代理模式下拉可切换 且保存/连通性禁用并显示提示; npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; validation_limited:当前环境无法进行真实桌面交互式 UI 冒烟（仅能静态/构建级验证）; manual_test:默认窗口(1280x800)下折叠/展开侧边栏确认展开按钮仍在左侧；切换 zh-CN/en 与 light/dark 顶栏控件不重叠不漂移；未选账号时代理模式下拉可切换且提示可见 保存/连通性禁用；选中账号后可切换代理模式并点击保存 刷新后账号 chip 文案同步; risk:low CSS/布局与禁用态交互调整
FWD-01-15,P1,1,frontend,UI 设计审查与优化：Topbar 精简/网络设置归位,引入 Gemini 对当前 Workspace UI 做设计审查，并据此优化界面设计：减少 Topbar 拥挤与错位；统一信息层级与交互；将 per-account 的 Proxy/Connectivity 控件从 Topbar 迁移到 Inspector（与 UA 同区域），并保证 1280x800 + 中英文切换 + 深浅色 + resize 下布局稳定。,"WHEN default window (1280x800) AND locale=zh-CN/en AND theme=light/dark → THEN topbar layout is stable (no overlap/misalignment) and all actions remain reachable; WHEN switching locale zh-CN↔en → THEN layout remains stable (no control jumping); WHEN sidebarCollapsed toggles → THEN expand/collapse toggle stays inside left sidebar header and no sidebar controls overflow into workspace/tabs; WHEN an account is focused → THEN Proxy/Connectivity controls appear in Inspector under a Network section (proxy mode select, custom rules input, Save, Connectivity popover) and proxy settings persist per-account; WHEN no account is focused → THEN Network section shows a clear hint and Save/Connectivity are not actionable; BrowserView bounds remain correct after resize/topbar changes",MANUAL,Gemini 参与审查：1) 信息架构（Topbar vs Inspector）合理 2) 控件分组/间距/对齐一致 3) 中英文与深浅色下无遮挡与错位 4) per-account 设置（Proxy/UA）归位且提示清晰,回归：导入/导出/批量打开/代理保存/连通性弹层/Inspector 不受影响；窗口 resize 与 sidebar 折叠/Inspector 开关不影响 BrowserView bounds,已完成,已完成,已完成,已提交,,src/renderer/src/WorkspaceShell.tsx:807; src/renderer/src/WorkspaceShell.tsx:1227; src/renderer/src/styles.css:263; src/renderer/src/styles.css:401; src/renderer/src/styles.css:825,picked_reason:用户反馈 UI 体验仍差且布局频繁错位，需要系统性审查与最小可落地优化（Gemini Review）; started_at:2026-01-22; done_at:2026-01-22; evidence:Topbar 精简为全局操作区（移除 Proxy/Connectivity）；Proxy/Connectivity 迁移到 Inspector 的 Network 分区并复用 setting-row 布局；Topbar 右侧组启用 overflow-x 防止中英文切换导致挤压错位；sidebar 折叠态按钮右对齐保持空间一致; gemini_session:eec16052-bff5-4e3a-b869-816717d2bcc9; gemini_review:PASS; npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; validation_limited:当前环境无法进行真实桌面交互式 UI 冒烟（仅能静态/构建级验证）; manual_test:默认窗口(1280x800)下检查 Topbar 不再包含 Proxy/Connectivity 且控件无重叠；切换 zh-CN/en 与 light/dark 顶栏不跳动；折叠/展开 sidebar 确认按钮始终在左侧 header 内且不漂移；选择账号后 Inspector 出现 Network 分区 可切换代理模式 custom 时可编辑代理地址 点击保存生效；连通性测试弹层/面板可正常展开且不遮挡; risk:low UI 结构调整（控件迁移）与 CSS 对齐优化
FWD-01-16,P1,1,frontend,UI 修复：Topbar 点击后出现滚动条,修复 Topbar 右侧操作组在点击（如“刷新”）后出现滚动条的 UI 问题，确保 1280x800 下无异常滚动条闪现且聚焦样式不引发布局抖动。,WHEN clicking any topbar control (e.g. Refresh/Import/Language/Theme/Search) → THEN no scrollbars appear in the topbar area; Topbar remains stable at 1280x800 in zh-CN/en and light/dark; Focus-visible styles remain accessible (keyboard) without causing layout overflow,MANUAL,审查 UI：1) 点击/键盘聚焦顶栏按钮与输入框不会出现滚动条 2) focus 样式可见且不造成溢出 3) 中英文/深浅色下顶栏不跳动,回归：窗口 resize 与 sidebar 折叠/Inspector 开关不影响 BrowserView bounds；顶栏所有按钮仍可用,已完成,已完成,已完成,已提交,,src/renderer/src/styles.css:263; src/renderer/src/styles.css:310; src/renderer/src/styles.css:129,picked_reason:用户实机点击刷新后出现滚动条影响观感与可用性; started_at:2026-01-22; done_at:2026-01-22; evidence:移除 topbar 右侧组的 overflow-x 滚动容器，改为 flex-wrap 自动换行，点击/聚焦不再触发滚动条; npm run lint ok; validation_limited:当前环境无法进行真实桌面交互式 UI 验证（仅能静态/CSS 级确认）; manual_test:在默认窗口(1280x800)下连续点击‘刷新/导入/语言/主题/搜索框’确认顶栏不出现滚动条；用键盘 Tab 聚焦到顶栏按钮/下拉，focus 样式可见且无滚动条闪现; risk:low 仅 CSS 布局属性调整
FWD-03-05,P1,3,desktop,桌面：BrowserView 右键菜单（刷新）,在 Workspace 的 BrowserView（Flowith Web 页面）内实现右键菜单，至少包含“刷新页面/Reload”动作（调用当前 tab 的 webContents.reload）。,WHEN right-click inside an opened Flowith Web tab (BrowserView) → THEN a context menu appears with at least a Reload item; Selecting Reload reloads the current tab without affecting other tabs; No sensitive data (tokens) is logged or exposed via menu,MANUAL,审查实现：1) 仅对 BrowserView 生效（不是整个窗口） 2) Reload 只作用于当前 tab 3) 不引入外部依赖 4) 不记录敏感信息,回归：openTab/closeTab/activateTab/viewport bounds 逻辑不受影响；代理/UA 应用仍工作,已完成,已完成,已完成,已提交,,src/main/workspace/WebWorkspaceService.ts:122,picked_reason:用户期望与网页一致的右键刷新入口，提升可用性; started_at:2026-01-22; done_at:2026-01-22; evidence:BrowserView webContents 监听 context-menu 事件并弹出包含 Reload 的右键菜单，Reload 仅作用于当前 tab 的 webContents; npm run typecheck ok; npm run build ok; validation_limited:当前环境无法进行真实桌面交互式右键菜单验证（仅能代码级实现与构建验证）; manual_test:打开任意账号 Tab 后在页面内右键应出现菜单，点击 Reload 页面刷新（可观察页面重新加载/网络请求）；切换到其他 Tab 不应被影响; risk:low 仅新增 BrowserView context-menu 菜单
FWD-01-17,P1,1,desktop,桌面：自绘制标题栏 + 左上角 Logo,将应用顶部标题栏改为自绘制（自定义标题栏/窗口控件），并在左上角使用用户提供的 Logo（深色/浅色各一份，分别对应 Image #2/#3）。,"Window uses a custom-drawn title bar area with draggable region and window controls (minimize/maximize/close) on Windows; Top-left app logo uses provided assets and switches correctly between light/dark; No loss of functionality: shortcuts, resizing, and existing topbar controls still work; App remains buildable and starts",MANUAL,审查：1) draggable region 正确（不影响按钮点击） 2) 窗口控制按钮行为正确 3) 深浅色 logo 切换正确 4) 不引入新依赖,回归：BrowserView viewport bounds 仍正确；主窗口关闭/托盘（如有）行为不回退；mac/linux 不应崩溃（可降级）,已完成,已完成,已完成,已提交,,src/main/index.ts:7; src/main/ipc.ts:115; src/preload/index.ts:16; src/shared/ipc.ts:96; src/main/workspace/WebWorkspaceService.ts:148; src/renderer/src/WorkspaceShell.tsx:853; src/renderer/src/styles.css:263; src/renderer/src/assets/logo-on-light.png:1; src/renderer/src/assets/logo-on-dark.png:1,picked_reason:用户明确要求自绘制标题栏与品牌 logo，属于桌面端体验关键项; started_at:2026-01-22; done_at:2026-01-22; evidence:Windows 下主窗口启用 frameless(frame:false) 并在 Topbar 区域配置 drag/no-drag 与窗口控制 IPC；左上角 Logo 随主题切换（light/dark）；BrowserView 未收到 viewport bounds 前默认 0x0 避免覆盖 UI 导致控件不可点击；Topbar/Sidebar/Header 样式收敛以降低 1280x800 下错位风险; gemini_session:9c54500b-171b-4031-8671-488ab0aba3df; gemini_review:PASS; npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; validation_limited:当前环境无法启动真实 Electron 窗口进行交互式验证; manual_test:npm run dev 后在 Windows 下验证：标题栏可拖拽且按钮可点击（最小化/最大化/关闭）；切换 light/dark Logo 正确；折叠/展开账号栏按钮仍在左侧 sidebar header；代理模式下拉可切换并可保存；点击顶栏刷新不出现异常滚动条；BrowserView 不遮挡 Topbar/Sidebar/Inspector; risk:medium 仍需实机完成一次 UI 冒烟
FWD-01-18,P1,1,frontend,UI 调整：批量打开移至账号列表 + 顶栏设置入口,将顶栏“批量打开（Tab）”移至左侧账号列表上方（与选择与批量操作同区域）并在顶栏放置设置入口以收纳语言/主题等全局偏好减少顶栏拥挤。,WHEN default window (1280x800) → THEN topbar no longer shows Batch open and provides a Settings entry；WHEN opening Settings → THEN language/theme controls are available and changing them updates UI immediately；WHEN selecting one or more accounts → THEN batch actions (open/close/export) are reachable above the account list without scrolling and behave the same as before；WHEN locale switches zh-CN↔en AND theme switches light/dark → THEN layout remains stable (no overlap/misalignment) and all controls remain clickable,MANUAL,审查：1) 顶栏移除 Batch open 且新增 Settings 入口 2) Settings 内语言/主题可切换并即时生效 3) 批量操作区移动到账号列表上方且无需滚动即可触达 4) 1280x800 下中英文与深浅色无错位遮挡,回归：导入/导出/刷新/搜索/侧边栏折叠/Inspector/BrowserView bounds 行为不回退；窗口拖拽区域与窗口控制按钮仍可用,已完成,已完成,已完成,已提交,,src/renderer/src/WorkspaceShell.tsx:875; src/renderer/src/WorkspaceShell.tsx:916; src/renderer/src/WorkspaceShell.tsx:1033; src/renderer/src/styles.css:263; src/renderer/src/styles.css:362,created_from_user_feedback:move batch open near accounts list and add settings entry in topbar; picked_reason:先把顶栏瘦身并提供 Settings 入口以承载后续下载设置同时把批量打开归位到账号列表区域提升可发现性; started_at:2026-01-22; done_at:2026-01-22; evidence:顶栏移除 Batch open 并新增 Settings 按钮将语言/主题切换收纳到弹层；批量打开按钮移动到账号列表上方（选中计数旁）提升可达性; npm run lint ok; npm run typecheck ok; npm test 21/21; npm run build ok; manual_test:npm run dev 后在 1280x800 下检查顶栏无 Batch open 且 Settings 可展开切换语言/主题并即时生效；选择多个账号后可在账号列表上方点击批量打开; risk:low 纯 UI 布局调整
